net_wealth,year,incwage,incinvst,house_value,rent,educ,race,nvehic
12.423463107682156,2010,12.244727137995792,-0,13.35656095789182,0,college degree,white,2
12.570870869336298,2001,11.305208453625486,8.597158286459905,-0,1223.0619346945305,college degree,white,1
-9.207507503422137,2016,9.618468601924667,-0,-0,710.5494805460747,college degree,other,1
11.385865710518138,2016,11.512925465070229,6.579253141016865,-0,1100.8513078723813,college degree,other,1
-10.972707027942768,2007,11.435463902008458,-0,-0,1184.7555657341832,college drop-out,white,2
18.919873403268635,2010,10.409482557713595,15.972725008682072,16.914412149584937,0,college degree,white,5
19.618415686873778,1989,-0,11.78706085203235,16.051697087078583,0,high-school diploma,white,3
14.505955773166697,2007,12.461505497739974,6.8100922242942055,13.913951115927183,0,"high-school, no diploma",white,2
18.31586441399695,2019,13.348785525122802,14.624771844277266,15.035584558711914,0,college degree,white,2
13.35504205132872,2016,11.661345470162818,3.6895038689889055,13.338248373963763,0,master or professional degree,white,2
12.033172206512745,2010,11.476489506165196,7.285917381129729,12.443772856565243,0,high-school diploma,black,1
13.276377889480075,2010,12.47042062693487,3.8851417128031276,13.002389144161874,0,college drop-out,white,2
12.187074329681211,2010,12.201242026058155,-0,13.193009503785747,0,high-school diploma,white,2
15.064193611270596,2019,-0,9.900896618458582,13.323867797159982,0,college degree,other,1
13.393484838298738,2010,-0,4.195101565316031,11.923579482831341,0,high-school diploma,white,1
12.839933799580828,2001,12.286037706507015,-0,13.429081390120075,0,college drop-out,white,2
-8.227651147839747,1989,11.087683121898053,-0,12.13967408168903,0,college degree,white,1
11.517311486390017,2013,10.52293837531215,-0,9.83091253561082,309.99865863565395,college degree,white,2
13.560613981350883,2013,11.643529570051792,-0,12.79847392930511,0,high-school diploma,white,2
13.956046236513519,2007,-0,9.250661853779269,13.494920729854247,0,master or professional degree,white,3
14.638116808451391,2004,12.745623023603894,6.924058481202734,13.702281185574233,0,master or professional degree,other,2
-8.104352951290409,1989,10.261004549702445,5.319386094607128,-0,636.3153248696217,master or professional degree,white,1
15.202961668120022,2019,-0,9.377412602467182,13.397975769313335,0,"high-school, no diploma",white,2
10.268450361925822,2013,9.71200816203811,-0,-0,909.3293986721126,college drop-out,other,1
13.900458746586906,1989,-0,8.315094459348185,12.832821262207451,0,"high-school, no diploma",white,1
10.014480578565287,2007,10.916270028784993,-0,-0,669.0384370994468,master or professional degree,white,1
20.456092368032365,2007,14.455888788036342,17.821189357155937,15.369378689557806,0,college degree,white,3
12.439286046521191,2004,12.400521065231267,7.734987920693422,-0,446.4729097533029,college drop-out,black,1
10.991643976479821,2016,11.77528972949689,8.070906186444054,-0,636.492210737592,"high-school, no diploma",hispanic,2
13.478287067646894,1995,9.88033586107634,9.25172720824108,10.537363031269557,392.6877783970276,college degree,white,2
10.651681111436387,2001,10.995053525451864,-0,11.819643477724108,0,"high-school, no diploma",white,3
-8.798630645555052,1989,11.136473286045723,-0,-0,636.3153248696217,master or professional degree,other,1
16.030313156440787,2007,-0,11.735568494406104,15.446848951231189,0,college drop-out,white,3
18.09888818525244,2016,-0,15.873432198677202,14.691752912232964,0,college degree,white,2
12.410925299855043,2019,12.357093159869644,-0,-0,470.47755518336976,master or professional degree,white,3
16.903279165788064,2019,-0,11.714414500056312,14.22465434249594,0,master or professional degree,white,3
9.758195514638615,2010,-0,-0,-0,498.9056006648982,high-school diploma,white,1
15.585173095574621,2016,11.695247021833627,6.5510823758534835,14.604741535257613,0,college degree,white,5
11.920754979088004,2001,11.907701265811202,-0,12.001965034508443,0,college degree,white,3
17.75368480992683,1992,14.28237796649097,14.906532275563684,15.616518271114474,0,college degree,white,2
9.928240879052916,2013,-0,-0,-0,423.664833470609,college degree,white,1
11.120737762382491,2004,-0,-0,11.971482416175938,0,high-school diploma,white,1
10.334702930252561,1998,11.18680350915366,-0,-0,0,master or professional degree,white,1
11.627029131477865,2001,11.162107610035015,-0,-0,543.5830820927309,high-school diploma,white,1
11.218597844754026,2010,-0,7.963796741155846,12.716039516952776,0,college degree,white,0
13.55911837498378,2016,12.551079784613764,9.334679654030095,13.59314062359758,0,college degree,white,2
-9.965582984434674,2001,11.039505287998733,-0,-0,644.1459522780984,master or professional degree,black,3
12.257102018810857,2016,-0,-0,12.058346254179936,0,master or professional degree,hispanic,2
11.435521300961422,2016,-0,-0,12.206846262501092,0,college degree,white,1
13.24144225278513,2019,13.0453741507646,-0,12.787066686995878,0,college drop-out,white,5
13.933256842865218,2004,-0,-0,13.365808948958438,0,college degree,white,2
11.908574988510694,2016,-0,-0,11.776063346442756,0,high-school diploma,black,2
12.964486018959123,1992,-0,-0,12.369471569341975,0,"high-school, no diploma",hispanic,1
13.163061369551485,2010,11.390311809944375,-0,12.491563520390779,0,college drop-out,other,2
14.38989527079111,2010,-0,9.49319183061031,13.562004932093872,0,college drop-out,white,4
-9.55612113300219,2016,10.858998997933387,-0,-0,750.5804371891362,high-school diploma,white,1
11.161698908672296,2016,10.308952661755404,-0,11.002873458427544,0,college drop-out,white,2
10.067301312563197,2013,-0,-0,12.238858141385455,0,master or professional degree,white,2
11.618890870420074,2010,10.510835051807147,-0,12.047877199494536,0,college degree,white,3
10.508643546430816,2010,11.844567082145696,-0,-0,1055.462515173868,master or professional degree,white,1
14.264687913601687,2013,12.237736802703287,7.894931020010561,13.625152502483395,0,master or professional degree,other,2
10.600807372014682,2004,12.445518431160545,6.924058481202734,-0,3061.5285239903865,high-school diploma,white,2
12.004117895932973,2016,12.38839420234149,-0,12.995303622828464,0,college degree,white,2
12.470070756546082,1989,11.087683121898053,-0,-0,0,high-school diploma,black,4
13.439846496657532,2013,10.851442441935385,-0,13.337470430032752,0,college degree,white,2
13.88498322619178,1998,13.287884225747867,9.08511637118053,13.40899752527831,0,college degree,white,1
15.031730122819832,2007,10.924638278450034,9.08158552744715,13.420517234862388,0,high-school diploma,white,4
10.062011796858872,1995,9.657192311235026,-0,10.691513710931526,0,college drop-out,white,2
17.12932916184511,2004,13.401029876174785,12.479919857876848,14.464421237634198,0,high-school diploma,white,1
11.153503220793946,2004,10.273961601749072,10.479405575562366,-0,130.1149622705324,high-school diploma,white,1
13.580625737111882,2013,-0,-0,12.560941640575123,0,college degree,white,2
12.340527429662783,2010,-0,-0,12.021559891181221,0,college degree,white,4
12.011840710190205,1989,-0,-0,12.011840710190205,0,master or professional degree,white,0
8.234778007937829,1995,12.142098956960062,-0,-0,596.8854231668695,college drop-out,white,0
13.72435015035267,2004,-0,6.387916909839116,13.702281185574233,0,college degree,black,2
16.762627856599746,2001,13.826125540785995,13.605123317913673,15.180018864816926,0,college degree,white,0
7.316657562844992,2016,-0,-0,-0,190.14704409218018,college degree,white,0
8.88271631852344,1992,9.948082736924563,4.050689513770557,-0,0,college drop-out,black,0
10.189673529417261,2007,11.330103386378019,-0,-0,638.8387854264525,high-school diploma,white,2
17.9853970948295,2004,12.946293719063236,14.004588936216058,15.210793179420163,0,college degree,black,5
17.04881355337283,2007,14.22355681066789,12.790009564704787,15.35153877142319,0,college degree,white,4
-12.038688746499648,2004,11.549030326660116,-0,-0,0,college degree,white,0
17.67306630105856,1995,-0,12.64245328084079,14.267064479218465,0,college degree,white,2
3.5166884788434336,1992,10.381404798210243,-0,-0,555.1101275911159,college degree,white,0
12.032715769623877,2019,11.970859413710901,-0,13.531507161937318,0,high-school diploma,other,2
12.557585212626874,1995,-0,-0,12.552266051170593,0,high-school diploma,white,3
10.473544363627402,2016,10.858998997933387,-0,8.51796684830035,210.16252241371092,college drop-out,white,1
11.058291949378285,2007,10.385641778346141,9.027518307654251,10.841678765625916,696.9150386444729,college drop-out,white,2
17.312920559309333,2019,14.917801523055553,13.179819759511426,16.05723580624382,0,master or professional degree,white,4
13.574227074974127,2001,11.998355634071803,-0,13.524391569926541,0,high-school diploma,white,2
16.381561246485326,1998,13.019384972714901,-0,14.543977458135457,0,college degree,white,2
18.31072728903333,2019,12.145212800843899,15.424995560587424,16.39370804286503,0,college drop-out,white,3
9.261171606273836,2004,9.71215042572406,-0,-0,318.90922125370344,master or professional degree,white,0
9.628507672220113,2016,-0,-0,-0,344.2662271961955,high-school diploma,white,1
11.543567100121113,2010,11.881954614213605,6.249001926184736,12.951095849757005,0,college degree,white,2
17.602364625794596,2004,14.524959972825137,14.791163013599693,16.13839767119946,0,college drop-out,white,4
8.614004029502068,2016,11.695247021833627,-0,-0,578.4473235957433,college drop-out,other,3
14.00166928864559,2013,12.675991733620743,4.221534310565836,13.4020089511757,0,"high-school, no diploma",hispanic,2
17.193079651517248,2019,-0,13.253115136393944,14.091122949871552,0,college drop-out,other,4
14.674364440863972,2013,-0,7.301281361942548,13.742935538139472,0,college drop-out,white,5
16.997674302359282,1989,12.694617903889366,14.225348891107073,13.682117125267625,0,high-school diploma,white,2
10.61229696314336,2016,11.492722757756832,-0,12.206846262501092,0,master or professional degree,white,1
13.193928691581831,2004,-0,-0,12.854983325206653,0,college drop-out,white,2
15.031163702902033,2013,8.548857386111292,8.822846115591336,12.79847392930511,0,college drop-out,white,2
13.165851396369122,2013,8.9408994534828,3.983254823546136,12.015714590095797,0,high-school diploma,white,2
17.586519314472547,2007,-0,14.940946220984856,15.911154559364368,0,high-school diploma,white,2
12.015539154534018,2001,11.514928984555652,-0,12.502740322420571,0,master or professional degree,other,3
15.340987890107536,2010,12.999749722255796,5.39886770866974,15.199613721502502,0,college drop-out,other,3
12.118686601904123,2010,-0,-0,12.115657214566083,0,college degree,white,0
12.497879717975222,2004,8.572716174666098,-0,12.449518217082437,0,"high-school, no diploma",hispanic,1
8.953885466869437,1992,10.812187713747589,-0,-0,403.71645643075794,college degree,other,1
10.27969105098419,1992,11.1688626574792,-0,10.200417870274968,319.60886134062457,college degree,white,1
13.239857601170195,2013,11.803872220105843,-0,12.238858141385455,0,college drop-out,white,2
13.83609428540911,2019,12.240522980643323,10.37325595986081,12.732999465726497,0,high-school diploma,black,2
16.189048102524094,2016,11.200950700136032,12.666909386961038,13.459609230973536,0,high-school diploma,black,1
14.369401099776535,2001,12.648943200185387,9.699098334895002,12.695112215028646,0,high-school diploma,white,2
-10.711323561384981,2019,11.21380843131335,-0,-0,1016.2315191960787,master or professional degree,white,1
13.965155802168116,2016,-0,-0,13.956046117286144,0,high-school diploma,white,1
13.064790811428201,2013,12.014593251402276,-0,13.612573720281183,0,high-school diploma,hispanic,2
14.912417811615885,2004,12.707882695621713,9.791956418451665,14.606846297400432,0,master or professional degree,white,2
14.180903689602808,2013,-0,-0,12.644323249480612,0,college drop-out,white,2
9.143941819516616,1989,-0,-0,-0,393.0182888889535,high-school diploma,black,1
-10.245673772459952,2010,11.872737959109571,-0,-0,776.0753788120638,high-school diploma,white,1
12.215320889507911,1992,-0,-0,-0,235.5012662504913,college degree,white,0
16.321114982999713,2004,12.662241414666385,7.110537746825771,14.544340860801606,0,master or professional degree,white,3
18.086078655838786,1998,14.207228395106496,13.952598371780809,15.879335228135094,0,college drop-out,white,0
9.405052552569686,2019,10.798139153266744,-0,-0,799.8118438117286,college drop-out,white,1
14.805465863305455,2007,11.004680986075595,10.051167545295144,13.965244410312096,0,master or professional degree,white,2
17.806633215367494,2016,-0,15.27207697206955,15.885170202639735,0,college degree,hispanic,5
12.915513824930207,2004,-0,-0,13.628173213427196,0,"high-school, no diploma",hispanic,1
14.833703625034042,2019,12.823246343572835,8.903580007294071,13.061503532694335,0,master or professional degree,white,4
11.967788303406786,2007,11.425413566157328,-0,12.355806497928187,0,master or professional degree,white,2
-6.497276655874372,2004,10.534975426634064,-0,-0,446.4729097533029,college drop-out,white,1
18.523014062599085,2016,13.14138138324394,14.897315728316118,14.509431355470426,0,college degree,white,2
14.446198052443984,2013,-0,11.173525940926195,12.854043780488649,0,college degree,white,1
10.883188615554763,2016,11.06663836258595,-0,-0,400.30956650589104,college degree,white,2
12.477490538541794,2019,12.039852285192696,5.825252901416973,10.758918440147546,0,college degree,white,2
14.561890969430138,1992,12.817521282874942,8.470267658884595,13.824758801899804,0,high-school diploma,white,2
13.802363215781929,1992,-0,10.571025657182426,13.642437245106281,0,college degree,white,0
6.500101233157183,2010,-0,-0,-0,776.0753788120638,"high-school, no diploma",hispanic,0
-10.504525223235854,2016,11.407564949435859,-0,-0,850.657828815609,college degree,white,2
12.35922680436051,2019,-0,-0,12.838359981382666,0,college degree,other,2
10.652712444185449,2010,-0,-0,-0,636.381810625516,college degree,white,2
11.164263048339647,2004,11.601548360934288,-0,-0,714.3566556071664,master or professional degree,white,1
11.704740843349251,2004,10.548398446947477,-0,12.544828396917623,0,master or professional degree,other,1
0,2010,9.780873900577264,-0,-0,1330.4149350875762,high-school diploma,white,0
11.988851191961926,1989,11.57319093753432,8.315094459348185,-0,1478.4973724928404,high-school diploma,white,0
-9.936273050345084,2013,9.504368799147375,-0,-0,458.798014784908,college drop-out,white,1
10.521022892710594,1998,12.573097870093566,-0,12.49270679341599,0,college degree,white,4
18.40158274030443,2001,13.170837771272124,-0,15.403162416121496,0,"high-school, no diploma",black,2
15.884948854250503,2016,12.899219826096369,-0,13.541847329195354,0,high-school diploma,hispanic,3
8.772222023878756,1998,10.10799384925051,-0,-0,50.3176136681475,college drop-out,black,1
14.978690640572257,1998,11.751169899717793,-0,12.561766329345339,0,"high-school, no diploma",hispanic,2
12.645921321636925,2010,12.17421335367164,-0,13.373952700579984,0,master or professional degree,white,2
12.331244800514126,2001,11.816034077294514,-0,11.718717559155941,0,college degree,white,2
14.601840794486353,1989,11.406136852906318,10.512318977500215,10.93570127764842,0,"high-school, no diploma",white,5
14.649796987854376,2010,-0,10.645871335435476,13.407854252267214,0,college drop-out,white,1
5.237485756574302,2019,-0,-0,-0,483.6509267285041,high-school diploma,white,0
9.40832416493272,2016,10.596634733721073,-0,9.21111399890668,250.1934790661819,college degree,white,2
12.128630943032706,2010,11.572633366699282,-0,12.44027022603081,0,high-school diploma,other,3
13.06214332798167,2019,11.634387177128104,-0,12.744049301912892,0,master or professional degree,white,1
11.901481495938178,2001,12.208076165040897,6.9877211921399205,13.083770204834908,0,master or professional degree,white,2
17.35753392785308,2010,12.866218329632838,14.610007298668666,13.813319360374123,0,master or professional degree,white,3
-9.751531103708153,1989,8.315094459348185,-0,-0,673.745638096693,college drop-out,white,1
12.827669955435876,1998,11.69762913279678,5.706175643737471,13.430976431987158,0,high-school diploma,white,3
11.772846533449659,2013,11.639899802001773,-0,12.187564847019605,0,college degree,white,2
12.063528086994781,2013,-0,-0,11.728032517661088,0,college degree,black,3
8.767048142532346,2019,-0,-0,-0,846.8595993300655,"high-school, no diploma",white,1
6.3950724030967185,1989,11.259533378756627,-0,-0,561.4546984154791,college degree,white,3
12.569295868947691,2010,10.474021078741124,7.344757829040965,12.192708147381829,0,college degree,white,1
8.822674175605139,2004,11.366708769907097,-0,-0,382.6910654987983,"high-school, no diploma",black,2
11.32423224889168,2019,11.590086918238791,-0,11.922069249545572,0,college degree,black,4
12.146040851743058,2013,-0,-0,12.757651934800682,0,high-school diploma,white,1
14.010053326484668,2007,11.658607453280636,-0,13.80272548080412,0,master or professional degree,white,1
13.324741435549878,2016,12.445089546016174,-0,13.181405902484912,0,master or professional degree,white,2
17.153330261160477,2019,13.849960893055021,12.241431658579499,14.447797893809991,0,college degree,black,2
10.604415568018043,1989,10.88004375724031,-0,-0,935.7578306956017,college drop-out,white,1
15.11082502377719,2016,12.98906053009513,9.574983490386623,13.305458551147014,0,college degree,white,4
14.681604393292348,2019,11.586596513299623,8.730322118139423,11.759550320064742,0,high-school diploma,hispanic,1
11.421860830882746,2007,11.445414232859326,-0,13.04895367843373,0,"high-school, no diploma",white,1
13.547289789163482,1998,12.60991184321543,-0,13.239921195231565,0,"high-school, no diploma",white,1
15.344078098298645,2016,-0,14.193946993684989,15.097218020341032,0,college degree,other,3
11.637856274893645,2010,-0,-0,-0,521.0791829147895,college degree,other,1
-8.140505981562278,2016,11.289781913812268,-0,-0,800.6191330023726,college drop-out,hispanic,3
-10.997242200059985,1998,10.781338401285478,-0,11.018188199127236,0,master or professional degree,white,1
13.2585805495234,2010,6.880452859756568,6.536682364970059,12.203881447926408,0,"high-school, no diploma",black,1
13.00944821760113,1998,11.409947060398757,-0,12.087241685318377,0,college degree,white,2
16.83430030867101,2016,15.123843377614525,11.982929094255027,15.747805586502565,0,master or professional degree,white,3
12.895212792974691,2019,12.704828588760305,-0,13.531507161937318,0,college drop-out,black,2
10.496624353094804,2007,11.147781829647489,-0,-0,671.3614872274148,master or professional degree,other,1
14.35941224333031,1998,12.034101369384143,-0,13.696679597722039,0,high-school diploma,white,2
11.989417392842459,2004,-0,-0,11.869699721873658,0,master or professional degree,white,1
12.629567115014693,2007,-0,-0,11.844980874154635,0,high-school diploma,white,0
12.282561569240007,1989,-0,-0,12.32199563845415,0,college degree,white,1
11.279053543716154,2007,-0,-0,-0,0,master or professional degree,white,2
14.291970800625522,2004,-0,-0,-0,2551.273769991989,high-school diploma,white,1
16.518432567524965,2007,9.356022367684302,13.981387253486194,14.65839159090389,0,college degree,white,3
11.865856896039642,2010,11.410114437235594,-0,12.714707071714049,0,college drop-out,white,2
12.70630842790943,2007,11.963146642764753,-0,13.04895367843373,0,college degree,white,2
13.477828067448797,1989,12.442228784484874,9.231385140886188,12.812618554915879,0,"high-school, no diploma",white,2
13.420646684558744,2013,12.237736802703287,-0,13.742935538139472,0,college drop-out,black,1
13.59492626242899,1992,10.49355539561668,9.802370926516824,12.295363597184988,0,high-school diploma,black,2
13.190284330016468,2013,11.187914678372701,6.939420374765718,13.282662193539341,0,high-school diploma,hispanic,2
-8.082212648434822,2013,10.577005596508194,-0,-0,1239.9946345614349,college degree,white,0
-7.609214682390922,2001,-0,-0,-0,176.66450168437186,high-school diploma,black,0
-13.101564571597743,2010,8.895354842950645,-0,-0,782.7274534879722,master or professional degree,black,0
14.876181646731533,2010,-0,9.509557184513687,13.813319360374123,0,high-school diploma GED,black,2
6.821715329333011,1998,11.863143571254877,-0,-0,1269.779780172626,high-school diploma,white,0
11.984282013569958,1995,11.08430866301946,-0,-0,0,college degree,white,3
-9.675213684829902,1998,-0,-0,-0,704.4465913563233,master or professional degree,white,1
13.231877592413172,1995,11.522563593813041,8.964045142949207,12.657626566806073,0,master or professional degree,white,2
17.55894852099758,2004,10.238243519235233,13.387086970205837,14.646742794444462,0,college degree,white,3
-11.932119901231895,2016,11.918390573122837,-0,-0,1100.8513078723813,college degree,black,2
-9.507270693856457,1992,10.370354962045138,-0,-0,942.0050649643271,college degree,white,2
11.13402759952559,1998,11.900569976770415,-0,-0,1687.119987683537,college drop-out,white,2
15.014144639413077,2001,13.267179410682475,-0,14.764082456819787,0,college degree,white,5
11.937604275336344,2001,12.298460226505048,-0,12.361967768535846,0,college drop-out,white,2
11.969786136145098,2001,10.676599794584236,6.9877211921399205,11.239824982601556,0,college drop-out,white,1
19.34340321568032,1995,14.207554256637202,15.61550932857174,14.694421533757774,0,"high-school, no diploma",white,2
-8.089942123039318,2001,11.400518633403516,-0,-0,543.5830820927309,"high-school, no diploma",white,1
-8.50645701426992,2001,12.078398341739737,5.601439613792306,-0,1155.1140494494057,high-school diploma,white,1
-11.671024233745072,2007,11.199741568557712,-0,-0,457.6408753790778,high-school diploma,white,2
10.332777118683733,2001,11.039505287998733,-0,-0,981.1674631691932,college degree,white,3
14.66004439569365,1989,13.603361430120257,8.315094459348185,13.708289999576403,0,college drop-out,white,4
14.995046555760391,2010,14.255080818852178,10.079124922942976,-0,3326.037337765988,"high-school, no diploma",hispanic,0
-11.743608103337937,2010,10.219128829643413,-0,-0,370.29882360423693,master or professional degree,hispanic,0
14.95843659406669,2001,13.202328438363272,9.513448989700029,14.01686805501762,0,college degree,white,1
15.489487559756993,2016,-0,11.512925465070229,14.133136624656185,0,college degree,hispanic,6
-11.264381998165536,2013,10.366934127100766,-0,-0,619.9973172713079,high-school diploma,hispanic,2
14.402504050103545,1995,12.993851167673407,9.592653790661155,13.573917298659737,0,college degree,white,2
11.574570997078478,2007,11.889719174216365,4.240234053541455,13.188715620795431,0,master or professional degree,white,1
13.02433221068646,2004,11.241545626991197,-0,12.449518217082437,0,"high-school, no diploma",other,1
9.837249045264278,1998,-0,-0,-0,50.3176136681475,"high-school, no diploma",white,0
18.50991988607715,2010,12.82181851376532,16.05138962774298,14.88794249265793,0,college drop-out,other,3
-10.070570198144571,2010,-0,-0,-0,221.73582251773254,"high-school, no diploma",white,1
12.805135369628484,2007,12.448881344511962,-0,12.068124425453014,0,college degree,black,2
0,2010,10.792474809483414,-0,-0,942.3772457380015,"high-school, no diploma",hispanic,0
13.271652631080777,2010,12.73317661301785,-0,12.976045168827428,0,college drop-out,hispanic,2
13.870371595738877,2010,9.49319183061031,-0,13.918679876031758,0,"high-school, no diploma",hispanic,2
13.788789640590666,2016,10.118598933778983,-0,11.15702413818122,0,"high-school, no diploma",white,4
14.433521550021204,2007,-0,10.830602286590551,12.618170762356955,0,college drop-out,white,1
10.93570127764842,1989,-0,-0,10.792600434107706,0,college degree,white,1
10.417563723999939,2016,11.156250521235577,-0,-0,950.7352204138531,high-school diploma,white,1
13.533405359220392,2019,12.516776357261575,-8.233189865977351,13.626817341741337,0,master or professional degree,white,1
12.588917065660825,2010,-0,-0,13.320842875278014,0,high-school diploma,other,1
13.444080242447653,2004,12.429389049231169,5.53777863854441,13.702281185574233,0,college drop-out,white,2
13.126736812430696,2019,-0,5.484334833167585,11.203604261142859,0,master or professional degree,other,1
13.63817200732832,2010,-0,8.617723120291343,13.002389144161874,0,college degree,white,2
14.091980763475664,2004,12.15783635872081,4.264994952810347,13.628173213427196,0,high-school diploma,black,1
12.826287400148571,2019,11.600485625457926,-0,12.589898622088711,0,college degree,white,1
14.482863545542854,1989,12.632582512971156,10.394535942040342,13.749111994085666,0,college drop-out,white,5
12.00465364272986,2013,12.0633834155683,6.023134570676355,13.027315501739428,0,high-school diploma,white,4
13.02261684234799,1995,12.470603023918414,9.88033586107634,13.02919012323944,0,high-school diploma,white,1
10.972500014988306,1998,11.746419296959788,-0,-0,1627.922795136539,college degree,white,1
11.758562487024305,1992,-0,8.35545199579744,-0,605.5746846508416,master or professional degree,white,0
10.222967811682642,2004,11.423867183732574,-0,-0,798.548690019725,master or professional degree,white,1
9.907406095994869,2004,11.241545626991197,-0,-0,637.8184425074069,"high-school, no diploma",white,1
13.314532120201804,2001,11.710673561649482,8.820301825502387,12.73593420953893,0,college degree,white,1
16.717110073656222,2001,14.013258654576866,12.914646365914143,14.081406576154148,0,high-school diploma,white,0
8.23470009903788,2010,-0,-0,-0,221.73582251773254,"high-school, no diploma",other,1
13.737205959887849,2010,12.355392705878717,4.195101565316031,13.695536324718006,0,college degree,white,3
8.366759804749664,2010,11.812306219930909,-0,13.077496616642618,0,college degree,hispanic,1
17.046428244967856,2007,-0,12.493254196053632,15.53386032822388,0,high-school diploma,white,2
9.748170109056403,2001,-0,-0,-0,747.4267378751528,"high-school, no diploma",white,2
18.28429397082631,2007,-0,14.912850421911514,14.476869714291263,0,college degree,white,5
12.776514214832707,2016,-0,-0,12.612311370595389,0,college degree,white,1
17.669330652892107,2007,12.778328705092216,13.423338250048237,15.793014317064909,0,high-school diploma,white,2
15.725604432859313,2016,13.498605626837474,9.150590378839741,15.502683128466565,0,high-school diploma,black,2
16.044339026564668,1992,-0,12.347517653640688,13.978909481726802,0,high-school diploma,hispanic,3
14.162113599858733,2013,11.94470712394361,11.323942951150185,14.803807498809707,0,college degree,white,2
9.038108649116012,1998,11.0144322832919,-0,-0,787.3226609221205,master or professional degree,white,1
16.25934356020551,2001,-0,11.531015122304122,15.508522931790855,0,college drop-out,white,2
12.432877675910452,2013,11.881061858788978,-0,12.932005321927841,0,college drop-out,white,2
18.80154081900726,1992,13.337916357652324,11.241183319032027,13.824758801899804,0,college degree,white,3
12.416279757855781,2001,8.820301825502387,7.210864436661572,-0,679.478852611209,master or professional degree,white,2
6.68538690469455,2016,10.308952661755404,-0,-0,0,high-school diploma,white,0
13.775043209657678,1992,12.55515701841253,10.812187713747589,13.131611621342804,0,college degree,white,2
15.962933450122557,2007,14.448544813780588,10.04916954263992,15.063856698984946,0,high-school diploma,white,0
15.226469845657615,2010,-0,-0,14.388683505276997,0,master or professional degree,white,1
16.754990106329696,2007,13.044901814330473,13.51684106904111,14.65839159090389,0,master or professional degree,white,1
12.085591782827482,1992,12.001771780252923,-0,12.726146513239549,0,college degree,white,2
13.652168677450085,2016,-0,10.308952661755404,12.783459626790115,0,"high-school, no diploma",white,2
12.65728473624268,2016,11.695247021833627,12.429216196860384,13.59314062359758,0,college degree,white,2
14.551397415762118,2010,-0,7.7309913506728405,14.101001432825464,0,college degree,white,1
12.717115859372994,1992,12.085153389186196,-0,12.988510777686221,0,"high-school, no diploma",white,2
10.865282553024912,2013,11.950054730269757,-0,12.421179698187432,0,college degree,white,2
12.732691052805459,2010,11.775574210666367,-0,11.899768834136761,0,high-school diploma,white,1
14.948156425849211,2010,13.117532757911107,-0,14.874191321071558,0,high-school diploma,white,2
17.918725379448148,2004,-0,15.1857130855739,15.850715598729245,0,college degree,white,4
12.099722964741357,1992,12.267474945970422,4.954304304696984,12.248110712314306,0,high-school diploma,white,2
17.543690464012847,1992,13.248304198963147,10.422314700878854,14.923371090554612,0,college degree,white,2
13.413874502343106,1998,-0,-0,13.185853973965367,0,college drop-out,white,0
